label,review
1,环境优雅安静，湖景房确实美景如画，早晚在挂满了咏风叹景对联的长廊散步闲坐，身心极度放松。房价虽高，环境确非镇中酒店能比。在此小住，有傍湖泳池任游，有满目湖景，连游湖也省了。早餐也够水准。
1,环境很好，早餐也不错，服务一般般，房间设施一般般。不满意的一点是对携程预订的，喜欢安排在位置不太好的房间，这好像已成许多宾馆的通病了^o^，携程的公关部门需要加强。
1,住在阳光酒店，都不用上岛玩了，下次来一定带泳衣、吊竿
1,地理位置确实不错，直面千岛湖。可能是使用时候稍长的原因，有些地方稍有些脏，比如地毯。早餐的小馄饨很好吃，特别推荐一下。
1,早餐食物相当一般，跟其服务水准不相符，希望进一步改进。
1,"客房楼的外观看起来很旧,但是房间还不错,很干净,设施也比较新,总的来说,性价比不错.免费注册网站导航宾馆索引服务说明关于携程诚聘英才代理合作广告业务联系我们Copyright1999-2008,ctrip.com.allrightsreserved."
1,定的高级房，免费升级到豪华房，不错的。海景不错，就是电视差了点，最起码也应该弄个液晶嘛；价格没竞争力，与前台一个价，所谓的果盘也没见到。
1,除了地理位置、外部境不会再方座相、服比、性非常高。速漫BusinessMan不便、前台的熟度尚差、需要努力。
1,酒店内部设施不错，但可惜是游泳池一定要戴泳帽才能去，没有的话是３５元一顶，我们一大帮人不想为了游一下泳就给宰，只好望池兴叹了，酒店的人说是规矩，难道戴泳帽就能保证卫生了吗，那也是，少人游了就能保持泳池卫生了呀．
1,酒店位于福州最热闹的东街口，出来吃饭购物逛街都十分方便。商务单人大床间房间够宽敞，还配有液晶电脑，很方便。尤其值得一提的是酒店的服务，非常棒！每天晚上都有楼层服务生专门送来的小点心和温馨的明日天气提示及当日报纸，感觉很贴心。下次来福州还会选择这家。就冲这么贴心的服务也觉得很值得。
1,酒店位置其实很明显，但因为携程地图不清晰也或者是我不太会找，找酒店费了一点周折，但酒店的各方面设施给了我们安慰，酒店的服务人员都非常有礼貌，无论是前台或在走道上碰到了都不错．床也很舒服。
1,房间在深圳宾馆来说空间算大。不过细节服务不够。还不如深圳的上海宾馆。补充点评2008年7月21日：床的舒适度还是很满意的。
1,"不错的酒店,相对我在深圳住过的几家五星,性价比绝对高。就是每天早餐时人有点多,不过经常入住,现在跟酒店前台的MM混熟了可申请去行政楼层用早餐,环境很好,推荐入住!"
1,"K-BarBase到深夜2点才停、比合末使用。CheckOut将衣服忘却在Room,酒店特意保管利取回、非常感！"
1,"酒店离市中心虽然远,但门口就是地铁站,对与没车或不喜欢坐出租车的朋友来说是个好地方.酒店房间设施不错,我定的是大床房,感觉很舒服."
1,帮朋友定的反应还不错下次去应该还会定那里吧：）
1,"本次入住的是豪华房,床很大而且很舒适,房间面积也很大,灯光协调,落地玻璃窗视野宽广,可以看到海景,隔海对面就是香港.交通也很便利,服务人员非常周到,挺细心的,前台及楼层服务员的态度都很好,以后来深圳都会住。"
1,餐厅可以签单。我觉得内部环境不错，很有点情调。就是价格较贵。谭家菜名头很大，吃起来并不怎么样。有个马术俱乐部，觉得新鲜，去了之后发现很小，很萧条。
1,总体来说还是不错的。特别幽静，风景怡人，还可以看到孔雀，鸟鸣在那里不是什么奇事。房间很古典，很有味道~交通不是很方便哦~适合度假跟调节心情~据说月亮河是那里的富人区呢~
1,作为便捷酒店中规中举。离天桥天坛很近，旺中带静吧。
1,"很不错的一家五星的酒店,房间很大,设施也很新,重要它的位置在金融中心,去哪里都很方便,以后会考虑再次入住的."
1,位置很好，距离东街口非常近，服务也非常好，一路有人引导到房间，泡上乌龙茶。房间有电脑，白天出去工作的时候，老婆正好可以使用。酒店除了家具设施稍微有些过时，早餐比较普通外，其他没有什么缺点。晚上很多形形色色的人往6楼夜总会跑，也有不少人醉醺醺的出来。酒店是最近才升为4星的，不过，个人感觉还是达不到新四星的标准，但至少还是对得起这个价格的。补充点评2008年7月27日：同下面的点评，服务员会主动拿我自己洗的衣服去阳台晒，并留下字条，赞一个。
1,非常非常的不错，第一次住如家，订的是套房，确实非常非常的不错，感觉不次于今天住的北京森根（4星），如家的感觉确实是挺温馨的，虽然不如5星的豪华高贵，但是如果家庭旅游落脚的话，如家确实是很好的选择，谢谢如家！
1,"酒店位子不好找外,前台服务还需提高.其它还不错."
1,"和其它如家一样,感觉不错.只是打车要说北纬饭店旁司机才知道."
1,一直觉得金桥不错，虽然房间有些暗，但是配套设施很好，特别是有厨房着一定，对于带着孩子来往的人很方便。就是挨着火车轨道，早上晚上会有隆隆的火车声，有些吵，房间隔音一般吧。
1,这个酒店给人感觉不错，位置也比较好，硬件也不错，总体性价比较高，只是卧室如果有电视会感觉更好。
1,地方还可以房间有点脏我住的是B212但还行就是卧室里没电视不爽其他还可以早餐没时间吃这个地段这个价格算可以
1,再次入住，没有太多惊喜，也没有太多烦厌，平平常常，普普通通！
1,不错的地方，房间不错，服务也可。除了火车声音有点受不了。
1,"房间够大,服务不错.下次有机会还会去住."
1,"看了一些朋友的评价之前多少有些顾虑,但去了之后觉得还好啊。尽管住的是靠火车道一面,因为楼层高,又不开窗户和门,所以也没听到什么特别吵的声音.而且前台服务态度也还不错.之前告诉阳面只有2-3层,高层的在火车道一面,于是才选的.个人感觉398的价格还算值得.各方面也都不错啦~值得推荐~"
1,地理位置好，环境不错，房间很大，但是早餐不如过去丰盛，整体感觉不错。特别强调，服务好！
1,"房屋比较干净,前台态度好.比较适合入住,就是周围饭店太少了,要到市中心才有."
1,我现在就在后海房间里，为什么要现在评呢：是因为看了下面的一些评论，急于谈自己的现实感受――好像与他们感觉有些出入。同感：沿石镜街、万马路，有车过时，确实很吵。异感：1.服务员好像不是那么懒散啊：有问必答，讨要网线后5分钟内送到房间；2.订的是时尚单间，看似LP很满意，我就当然没意见啊；3.免费上网、长途电话，怎一个爽字了得；4.明天继续，有待继续观察。结束后，如有变化会再评；否则，以此为准。
1,"酒店环境还算安静,离古城有点距离,好在出租车价格便宜,早餐一般.房间装修很新,还很赋现代感,干净,整体房间设计舒适,人性化.房间打扫人员也很仔细.还算是不错的选择.补充点评2007年11月23日：市内外的电话是免费打的,很贴心.该服务不错."
1,"大家说的都有一定道理,服务不错,很随和,房间干净,在旅游的地方信价比也算不错,晚上的表演还能看,就是没有原生态的歌手是个遗憾."
1,到凤凰如不想住在江边的话，这酒店算是不错的选择，相当的安静。房间的装修有点旧，整体还算清洁。因为酒店比较大，我是给安排住在後座的5楼的房间，感觉有点远，因为电梯还在修建中！位置跟凤凰古城有点远，吃饭或到其它地方都需要打的。
1,酒店按照3星级标准建造，建成不满2年，设备都挺新的。总体来说符合3星级的标准。属于凤凰地区最好的酒店之一了吧。就是价格也不算便宜。
1,在这个酒店住过至少有四次，进行一下简单的评价：房间的面积比较大，够得上四星的标准，只是有些房间稍旧了点；房间的设施中规中矩，还行，电脑的上网速度还可以；卫生间的花瓣很欣赏，这一点相当不错；客房服务员的态度非常好，很欣赏；总体感觉较好，推荐！！！
1,服务还可以，就是房内设施太陈旧。早餐比较差！
1,"1.房间霉味很重,住了很多次了,每次一进去就不行了;得赶紧开空调和窗户2.早餐实在太差;每次去了只能吃煎蛋和西饭"
1,房间有点小。但总的来说还不错，尤其是电话免费、宽带免费。在阜阳应该是最好的了。
1,没有行李员、淋浴房的门不挡水、水温忽冷忽热、马桶不够干净、早餐没什么吃的、前台服务算不清帐、不专业。
1,"一家不错的宾馆.只是缺少冰箱硬件设施还未达到三星标准,但总的来说还是可以的.性价比还是可以,值得推荐.我对协程的服一直是感到满意的."
1,优点：位置是挺好的，离火车站很近，离中央大街、兆麟公园都很近，我们去的时候都徒步来去了这些地方；服务还可以；前台应变能力不错；劣势：普通间的水太小太小了，水温还不好控制，淋浴房也太小了；名气不是太大，几个出租车司机都还是由我们自己给他们指的路。
1,该酒店住宿条件比想像中好，运气好的话房间里还会有除湿机，除湿机用途很广，可以在雨天的时候把鞋子烘干，洗的衣服也很快就干了。另外饭店还为住客提供电吹风，感动啊（到了那里就会明白为什么那么需要电吹风了）！不过黄山上吃的东西真的很贵，饭店80元一人的自助餐就吃了几根黄瓜和萝卜小排汤，当时又累又饿，一行十人也都不计较了，这些菜对刚刚爬完天都峰和光明顶的人来说简直就是美味了，呵呵。其实如果节约点也还是可以在餐厅吃的，两个人可以叫一份蛋炒饭（38元）和一碗番茄蛋汤，量很大，可以供3-4个人吃了。唯一不足的是饭店的位置不好，光明顶在该饭店和天都峰中间，因此此行爬了两次光明顶，彻底达到了锻炼的目的，所以大家要先安排好游程路线，不然也要象我们一样，从早上8点爬到晚上6点了，对此当地导游把我们一行人当成了疯子，哈哈。黄山值得一去啊！
1,"上周来千岛湖度假,在网上预订了该酒店,非常不错,很适合度假的自驾车家庭,酒店离千岛湖城区不过二分钟的车程,在一个单独的山坡上,很大气，环境非常好,安静、酒店有很大区域的绿化，早晨起床绕酒店走走感觉不要太好，酒店大堂前的平台上看出去就是千岛湖，很美丽。酒店几幢房子由连廊连接而成，晚上在连廊上就可以看到千岛湖镇广场的喷泉及夜景，还有个室外的游泳池，免费的，真好。有房间里可以直接看到千岛湖，湖上岛坞一个个错落有致。唯一就是房间设施略显陈旧，卫生倒是做得非常好。餐厅的鱼头味道不错，价格也合适，早餐稍显单调，蒸老南瓜很好吃，绿色食品，不过一个房间的两份早餐，我带着小朋友服务人员也人性化的免费的，感觉还是不错的。还有一点很重要，这里的服务人员都很有礼貌，在三星酒店来说，很难得，看得出酒店管理还是不错的。当然，最最重要的是，价格很合适，也许设备设施不如其它高星级的酒店，但相比价格而言，性价比还是蛮高的了。下次来千岛湖还会住假日饭店，当然中彩票大奖后除外！"
1,入住两晚，总体感觉还可以。和网上前人说的差不多。环境和服务不错，房间就能看到湖，衣架较多。但房间地毯较脏，而且还有蚊子。可能不是周末，人非常少，第一天早餐没开自助餐。东西够吃饱但不精。晚餐的沙锅大鱼头一般，不如秀水人家的好，还贵，胡椒味太重。从酒店较车比外面贵些。
1,酒店离千岛湖景区码头稍微远了点，不过上杭千高速比较方便，也很安静。这次订的标准间还有个小阳台，空气很好，可以看到湖景和广场的音乐喷泉。总的来说还是不错的.
1,按照我朋友的话说，就是这家酒店有着破烂的外表，却是内里奢华的装修。服务绝对的好，从一下车，到进房间，再到退房，都有非常专业的服务生在接待。帮我拿行李，送到房间，开空调，开灯，泡茶。。。。。。而且坚持不收小费！我住的是特色大房，很好，以后去福州一定还来住这个。很舒服，很宽敞，免费3小时国内长途，电脑免费上网，而且游戏齐全，速度很快。
1,酒店环境不错，房间也挺干净，距离千岛湖广场也很近！就是牙刷质量不怎么样，一刷毛都掉下来了，满嘴巴的毛！早餐的酱瓜很好吃！
1,整体应该说不错，环境较美，服务也可以。餐饮价格还算公道。早餐品种少了点。
1,"全家去千岛湖旅行,住了3家洒店,千岛湖,杭州,湖州各住一晚,同是三星,假日的硬件设施最逊,我们住的3号楼二层,底楼地毯的本色已经看不大出了,但毕竟在景区,要求不能太高,有两点是相当满意,一是因为饭店建在山腰,空气相当清新,环境相当安静,美美地睡了一觉;二是因为是散客,要赶8点的班船,时间太"
1,1.交通非常方便，海烟酒店走5分钟就是大连路地铁站。非常满意！：）打车去虹桥机场基本60左右就够（当然你也可以地铁＋打的）。去浦东，建议地铁到龙阳路（4元吧），然后打的过去。又便宜，又不堵车。2.周围环境没什么突出的，都是住宅，小便利店有。3.房间还算宽敞，比较整洁，赠送饮料和上网（需要给前台电话开通）。从房间可以看到部分陆家嘴的建筑。以为离外滩很近，步行去外滩结果花了1个多小时，关键好多地方在施工，根本过不去。打车回来，只要15元左右就到了。4.早餐20元，但是自助餐的种类比较少。去的晚了的话，吃的东西不多，补餐不及时。关键还是样式少。中午和晚上正餐的花样不多，价格稍稍贵了些。5.工作人员蛮热情，继续努力！：）总体性价比还是非常高的一家酒店。强烈推荐！补充点评2008年6月26日：最近还要去上海，还准备入住。不知道是不是回头客有优惠啊？！：）
